id	pop	Mrk1	Mrk2	Mrk3	Mrk4	Mrk5
c0853	pop08	-1.51962	0.06146	-0.68573	1.42544	-0.06506
c0432	pop08	-1.91889	0.49226	0.01059	-0.26261	0.42021
c4775	pop06	0.15552	5.44546	4.20487	-0.5476	2.35228
c1191	pop08	0.09622	0.44884	-0.72656	-0.9938	-1.03562
c1111	pop08	-0.28367	0.13371	0.54043	-0.7846	1.7068
c0038	pop08	-1.34099	0.15991	-1.45302	1.82339	-0.47572
c1369	pop08	-0.35619	0.36081	0.38264	-0.95282	1.61757
c0739	pop08	0.09764	-1.10247	-0.72101	-0.42541	-0.9679
c3182	pop03	6.54598	-0.79528	5.19302	0.52722	-0.14378
c0377	pop08	-0.27552	-0.30086	0.60091	-1.685	-1.18831
c1997	pop08	1.33469	0.71068	0.17825	-0.02973	0.58638
c4793	pop06	0.35186	5.97437	4.52071	0.74619	0.47759
c0551	pop08	-1.38999	0.95367	-0.51637	-0.98388	-1.4267
c0050	pop08	-0.49685	1.16992	1.27288	0.1569	-0.26607
c3244	pop04	0.49234	4.82324	0.03507	2.93604	1.06634
c0027	pop08	0.57476	-0.66037	0.55964	0.3541	-0.59022
c3657	pop04	0.24655	3.10112	1.82428	5.48084	-0.75937
c1096	pop08	2.1564	-0.14339	-0.34625	0.39534	0.82538
c0265	pop08	0.3386	-1.49938	-0.90334	-0.94861	-0.5745
c2323	pop08	0.75135	0.91086	-1.51805	-0.61685	-0.50614
c2717	pop02	5.67005	4.68012	-0.49925	-0.53138	-0.14819
c3077	pop03	5.78931	1.28246	6.19286	-0.64416	-1.06384
c2978	pop03	4.00378	-0.14963	4.65884	0.53267	-0.77618
c0578	pop08	-2.16247	-0.51086	-0.36861	-0.59172	0.2653
c2289	pop08	0.21989	2.77522	-0.86006	1.09846	0.91472
c1418	pop08	-0.14761	0.62709	0.30052	1.12655	0.75832
c2890	pop02	7.446	7.42278	-0.23962	-0.36469	-0.16615
c4950	pop01	0.69166	1.33614	-0.54539	1.7545	5.58358
c2977	pop03	6.3406	1.66841	6.28293	0.43803	-0.38641
c4288	pop05	5.93585	5.75375	0.39596	3.73273	-2.55618
c2729	pop02	6.24912	4.83411	0.13092	-2.1278	2.35226
c2262	pop08	-0.4484	-0.65698	0.28629	1.31589	-0.26351
c1448	pop08	0.16519	0.12286	-1.53887	0.27392	1.877
c3446	pop04	1.17393	5.6261	1.34445	4.32243	0.19539
c2661	pop02	4.61557	4.76608	-1.28681	-1.36762	-0.52365
c1619	pop08	-0.6408	1.74382	1.06378	-0.88488	0.2116
c0891	pop08	-0.85493	0.28856	-0.18364	-0.81139	-1.08479
c0251	pop08	0.43693	1.2517	0.40807	-0.25357	-0.01986
c4056	pop04	-0.69313	5.63754	0.11297	6.70639	-0.18725
c1201	pop08	-1.40232	0.79772	-0.82772	0.79562	0.86883
c1602	pop08	-1.2219	-0.22294	0.22135	0.27191	0.51395
c4883	pop06	0.72574	5.77694	4.72518	2.92716	-0.95936
c3166	pop03	6.20383	-1.15027	3.96294	0.52015	-0.24058
c4530	pop05	5.64992	4.80367	1.89833	6.28517	-0.24982
c4786	pop06	-0.17508	4.39572	5.96132	-1.83589	0.87247
c3164	pop03	4.42357	1.02206	3.34984	-0.60012	0.28643
c3363	pop04	0.35167	5.02557	0.87488	5.17035	0.9316
c4614	pop05	5.29581	3.30405	-1.22813	6.35319	-0.20834
c2818	pop02	4.50539	4.6266	0.52447	-0.24947	0.32434
c4011	pop04	0.27241	5.10422	0.71914	4.13739	-0.79002
c1974	pop08	0.37878	0.58181	0.38294	0.48353	0.12876
c0295	pop08	1.65604	-0.15762	-1.72112	2.44038	0.54832
c1275	pop08	0.85917	1.08847	0.479	-0.29118	0.7582
c3819	pop04	3.00837	4.29698	0.72534	4.90462	0.47276
c3379	pop04	-1.89015	4.54643	0.36274	5.14713	-0.03121
c2174	pop08	-1.12316	-1.4034	-2.08663	1.62686	-0.3339
c0478	pop08	1.05907	0.05316	0.43817	1.18223	1.61744
c3847	pop04	0.2988	3.8781	-0.51646	3.92208	-1.92383
c2293	pop08	-0.11456	0.67375	-1.40496	0.60152	0.56201
c4680	pop05	3.66522	4.98671	-1.11595	4.31428	0.68639
c4663	pop05	4.78191	4.30198	1.39998	4.10542	-0.79748
c2794	pop02	5.49978	5.74378	-1.81358	0.06681	1.71234
c0344	pop08	1.14396	0.86063	1.63223	-2.83853	-0.50866
c4171	pop04	1.27997	6.13759	1.19108	6.22251	-0.8309
c3761	pop04	-0.69565	5.78211	0.06643	4.839	0.55694
c2164	pop08	0.51848	-1.13578	0.35528	0.71913	0.31751
c0157	pop08	-0.23462	-1.06994	0.92224	-2.21156	0.02938
c2167	pop08	1.17517	0.8462	0.41346	-0.79799	0.68418
c4266	pop05	4.72434	4.55363	1.55401	5.41011	-0.52331
c4145	pop04	-1.85369	4.24447	-0.13589	6.53332	0.16355
c2066	pop08	-0.22722	0.81042	-0.95547	0.59507	-0.33943
c0047	pop08	-1.10732	0.15768	0.53588	-0.86708	-0.96155
c2224	pop08	1.21628	-1.59464	0.9766	0.14646	-1.1019
c3827	pop04	0.56349	7.43517	0.68823	4.88035	-1.10254
c4908	pop01	0.07705	-0.32931	-0.14645	0.22356	6.44138
c3804	pop04	-0.72915	3.43348	0.25703	3.89099	-0.30261
c3943	pop04	-1.0399	5.11074	-1.05841	4.16219	1.03444
c1107	pop08	0.65664	0.3748	1.56542	-0.02347	1.80151
c2105	pop08	-1.32445	-0.76299	2.0413	-1.53502	0.72799
c2980	pop03	5.91251	-0.97871	4.94403	1.15214	-0.42112
c2073	pop08	0.73371	1.38614	-0.43944	0.48358	1.33839
c2454	pop08	-1.31393	0.9312	-0.70444	0.57869	1.025
c4935	pop01	0.25427	-1.35916	1.56115	-0.12845	5.21074
c3570	pop04	-0.24313	4.31493	2.043	4.26222	0.64791
c2636	pop02	5.9092	4.89283	-0.85581	-0.6515	-0.62014
c4798	pop06	0.12674	5.99375	4.52541	-1.3875	0.33131
c4226	pop05	4.98163	5.16983	0.44428	5.93109	-0.03601
c3781	pop04	-0.25057	4.39075	0.58574	6.36051	-1.55485
c3596	pop04	-0.91664	6.58336	-0.1777	6.50871	1.04319
c4442	pop05	4.69074	4.02549	0.02463	5.98446	0.35937
c3801	pop04	-1.06271	4.81827	-0.59269	7.25132	-0.59993
c3413	pop04	0.76457	3.33739	-0.23365	6.17408	0.01067
c0618	pop08	0.17279	0.00983	0.69799	2.09672	-1.21754
c0065	pop08	-0.0076	-2.25287	-0.82364	0.47696	0.82487
c2270	pop08	-1.26147	0.60593	-0.28374	0.54203	1.12985
c2434	pop08	0.0948	0.29542	0.40648	0.37863	-0.90432
c0582	pop08	0.47463	-1.29216	1.45253	-0.7566	-1.3785
c2676	pop02	3.45475	5.95151	-1.44624	-0.13592	-0.66341
c3102	pop03	5.2589	0.38969	2.98685	0.40485	1.141
c0930	pop08	-0.76792	0.47476	0.04252	-0.03971	-0.44503
c2867	pop02	5.14176	3.77128	0.6322	-0.01991	2.8855
c2508	pop08	0.30674	-1.08425	1.2023	-1.21862	-0.68188
c2049	pop08	0.7841	0.69177	1.76862	-1.46522	1.36687
c4719	pop06	0.59481	4.73489	5.49171	0.16633	-2.00363
c2512	pop08	0.45452	-1.13949	3.61563	0.77324	-0.57654
c3720	pop04	0.84821	6.6272	-0.89886	4.42576	0.66962
c2605	pop02	3.95481	3.73611	-0.08706	1.59808	-0.1119
c4690	pop05	4.28787	5.91848	-0.40628	6.87984	0.79214
c4509	pop05	4.7009	5.06822	0.01415	3.96104	-0.70997
c2506	pop08	-1.6176	-0.22241	-0.88904	-1.55665	-1.20805
c0748	pop08	0.05275	-0.42193	-1.75828	0.39111	0.45365
c4050	pop04	0.44001	6.00794	-0.26082	4.60857	0.57488
c2716	pop02	2.74112	5.2615	-0.91873	0.30563	-0.95889
c4895	pop06	-0.00689	4.71163	6.53709	0.20082	1.43665
c3831	pop04	0.08439	4.96653	-1.16387	4.96018	2.04009
c0140	pop08	-0.62287	-0.87985	-0.44686	-1.08862	0.48707
c0034	pop08	-0.50126	-0.88275	0.93567	-2.19804	1.10986
c3786	pop04	-2.20227	6.69103	0.64765	5.7616	0.08801
c1102	pop08	-0.5651	0.84997	1.2962	1.26359	-0.48194
c4791	pop06	-1.28928	3.93491	4.77028	1.72996	2.42585
c1231	pop08	0.99233	-0.92897	-0.80026	-0.08881	0.30018
c1077	pop08	0.08529	1.20998	0.78054	-0.63549	-0.58307
c0966	pop08	-0.09881	1.01917	1.26792	0.82141	0.40069
c4426	pop05	5.3598	4.56884	-0.00849	4.98905	-1.36174
c4170	pop04	-0.86347	3.56827	-0.4141	4.9598	0.04908
c1451	pop08	0.85895	-0.65285	0.11797	-1.84222	-0.76844
c3642	pop04	1.0533	3.40621	0.05268	4.44629	0.05611
c0233	pop08	-0.9335	0.43986	-0.01917	-0.4743	-0.96823
c1509	pop08	-0.52747	-0.19101	2.17408	0.29013	1.14132
c0616	pop08	-0.5064	2.51757	0.08346	0.97001	0.38419
c1189	pop08	0.77001	0.19278	1.41357	-0.07375	0.03608
c4631	pop05	3.03024	3.48261	0.61135	4.70563	-0.35285
c0738	pop08	-0.29972	-0.75259	0.10952	1.90132	0.18541
c0601	pop08	0.31348	-1.10439	0.3798	0.2542	0.99253
c2760	pop02	4.3274	5.55192	0.05159	-0.17443	0.55553
c3664	pop04	-1.62167	4.53929	-0.15475	5.3124	-0.19712
c0806	pop08	0.77724	1.58621	-0.85243	-1.14487	1.43723
c4088	pop04	0.60704	5.42465	-0.70105	5.99432	-1.93746
c1294	pop08	0.30969	-1.18068	0.3664	-0.01392	-0.62139
c3137	pop03	4.08908	-0.05218	3.63176	1.94799	-0.2513
c1115	pop08	0.06752	1.65633	0.14685	-0.50746	1.24807
c2931	pop03	7.53637	1.50282	4.87597	-0.34847	0.03338
c0641	pop08	0.29499	1.28866	0.72017	0.83085	1.04643
c2330	pop08	-0.50166	-0.94157	0.5887	0.23022	0.55874
c3456	pop04	-1.17646	4.20254	0.70648	3.98265	-2.40404
c4168	pop04	0.15737	5.42013	1.48165	5.78672	1.63575
c0428	pop08	0.11555	-0.97745	-0.61566	0.07416	0.22648
c4250	pop05	6.04804	2.858	-0.21127	5.55133	-0.61653
c2379	pop08	-0.12345	1.21617	-1.47567	0.70266	-0.97374
c1042	pop08	-1.2201	0.08193	0.3497	1.00902	1.15962
c1872	pop08	1.80208	0.67855	1.2774	-1.48207	-0.73056
c3473	pop04	0.50874	5.40592	0.40258	4.66321	-2.22684
c1953	pop08	0.62119	0.89636	0.83136	0.08858	-2.50643
c4109	pop04	1.01813	5.55673	-0.55504	4.6172	0.05782
c4805	pop06	0.41155	4.20746	3.1424	1.25613	0.46759
c3420	pop04	0.0713	4.59199	-0.92833	5.44122	-1.3213
c0851	pop08	-0.14188	-1.59717	-0.14086	-0.64483	1.68866
c0523	pop08	1.29851	-0.42846	0.86462	-0.48505	0.30815
c1149	pop08	-0.9674	1.65544	-0.10461	-0.45665	2.07911
c1094	pop08	0.42704	0.84681	-0.91419	0.78119	-1.17428
c4838	pop06	0.44487	4.80248	5.81074	0.19514	0.28352
c0514	pop08	1.03811	0.43939	1.11296	0.4983	-0.50591
c1707	pop08	0.55192	-0.2112	-0.52812	-0.15123	1.17557
c0634	pop08	0.42396	0.49844	1.04737	-2.1672	-1.07817
c1487	pop08	-0.01429	-1.55187	-0.14155	-0.96752	-0.71182
c3858	pop04	-1.38823	5.16121	-0.21001	6.12425	0.35115
c2102	pop08	0.11752	-1.01057	2.08893	1.08554	-0.82622
c0585	pop08	0.53752	-0.91401	1.3644	-0.37741	0.33997
c4998	pop01	-0.39383	-0.05022	0.57127	0.65641	6.48198
c0403	pop08	-0.42139	-1.33865	2.30467	-1.23841	1.67792
c3049	pop03	6.82568	-0.67486	6.53864	-1.20635	-1.62561
c0454	pop08	-0.40718	1.08755	-1.17983	-0.96237	-0.40562
c2106	pop08	0.1422	3.61811	0.90962	-1.27935	0.55713
c4129	pop04	-0.26664	5.45018	0.47413	4.2791	-1.18205
c0935	pop08	0.77175	0.87469	0.12952	-0.97885	0.73244
c4827	pop06	-0.88846	5.20458	3.20571	2.07951	1.04579
c1288	pop08	0.0856	1.38017	-0.16578	-0.26132	0.04234
c3394	pop04	0.80156	4.72493	0.48137	5.1658	0.19562
c4271	pop05	4.76345	5.85386	-0.42152	5.2595	1.50826
c3452	pop04	0.68379	4.36167	-0.39669	4.9299	0.52995
c4766	pop06	0.40978	3.43201	4.03023	-1.87223	-0.96284
c4081	pop04	-2.06689	5.74634	-1.5914	5.33584	-0.80556
c4074	pop04	0.70506	4.36849	-0.05859	5.19766	-0.56323
c4298	pop05	5.14751	5.51122	0.09162	4.88492	1.6124
c4851	pop06	0.43543	4.57478	4.5182	-0.96186	-0.31657
c1745	pop08	-0.8175	1.25387	0.73762	0.65552	0.31366
c4492	pop05	5.52938	6.08058	1.75011	5.31338	-0.13525
c1452	pop08	-0.42191	1.46431	-1.00152	-0.36154	0.1462
c4001	pop04	-0.96287	5.51053	1.52836	6.16708	-0.06898
c1882	pop08	0.41522	0.07751	-1.08572	1.43886	0.61216
c0135	pop08	-1.6501	-1.11486	-1.35775	-2.27852	-1.10511
c3444	pop04	0.04082	4.99545	-1.48666	5.64642	1.06428
c1523	pop08	0.38795	0.59692	1.38415	-0.585	2.31603
c1496	pop08	0.03959	-0.9873	0.19165	-0.91327	0.88315
c1851	pop08	0.45053	0.79601	-0.62524	1.78449	-0.1633
c3580	pop04	0.79986	3.34428	-0.8131	2.68971	1.27635
c0209	pop08	0.03266	-0.76352	-3.02951	0.46821	0.19598
c2162	pop08	0.20133	2.21928	-0.17508	-0.43815	0.35506
c1512	pop08	-0.6044	-0.061	0.7454	1.05978	0.2533
c2129	pop08	-1.99429	0.19198	-0.15005	-0.6408	-0.14407
c4603	pop05	5.57341	4.6008	1.75466	5.83915	-0.7023
c3931	pop04	-0.57569	6.1319	-1.82201	3.81089	-1.29098
c1329	pop08	-0.02495	0.66822	-0.22767	0.21149	1.00421
c4223	pop05	5.04195	5.21409	-0.8561	5.37117	0.35885
c1215	pop08	0.14666	-1.07826	1.64235	0.13646	-0.4758
c0193	pop08	-0.78965	-0.66941	1.52613	-1.07813	0.62572
c2179	pop08	-0.3698	0.03634	0.03939	-1.30789	0.36518
c3541	pop04	-0.09802	6.79857	0.68253	5.54593	-0.12658
c2526	pop08	-0.44525	-0.40474	0.62646	-0.60136	0.20607
c1018	pop08	-2.34211	-0.39133	0.70112	-0.94289	0.63315
c2108	pop08	0.08922	1.61126	1.17305	-0.95854	0.23568
c3960	pop04	-1.94421	3.8425	-1.292	6.21699	0.06547
c1544	pop08	1.12361	-0.16796	0.06174	-0.57934	0.12745
c0637	pop08	0.07042	-0.02637	1.71982	0.15592	0.85396
c4594	pop05	4.32824	3.93745	0.29184	5.42057	-1.93347
c3017	pop03	4.26591	1.39749	7.32526	-1.56364	1.45105
c0674	pop08	-0.61123	-0.65699	-1.47594	-1.26785	1.43147
c0316	pop08	1.22772	0.97557	-0.16077	-0.40587	0.12776
c3669	pop04	-0.01972	2.65857	1.3364	3.37476	-0.94974
c1999	pop08	-1.37578	0.28936	-0.30812	-0.52854	0.3301
c1087	pop08	0.84321	-0.42863	0.34528	-1.96052	-1.38332
c3532	pop04	0.72747	4.84286	-0.26962	4.09512	-0.09621
c3511	pop04	0.50333	6.81432	-0.55487	6.49861	-1.2643
c4270	pop05	4.33673	4.89765	0.23426	4.48624	1.82162
c2662	pop02	3.44488	4.71884	-0.32704	1.53133	-1.14568
c1901	pop08	1.12412	-0.54127	1.71661	1.31176	-0.03221
c1500	pop08	1.11405	-0.01767	-1.16879	0.67175	0.59948
c2148	pop08	0.15832	1.68973	0.08594	0.6948	-0.71364
c1741	pop08	2.0791	-0.0368	-0.67816	-1.04281	1.99137
c1022	pop08	-0.83772	0.0638	-0.33392	-2.29535	0.29957
c0410	pop08	-0.07495	-0.84077	0.67161	-1.18422	-0.0043
c1124	pop08	-1.11964	0.31494	1.00287	1.29614	0.63299
c4765	pop06	0.76796	6.0694	3.60298	-0.83427	0.87543
c4684	pop05	5.70509	3.2888	-0.86354	5.01152	-0.26686
c2138	pop08	-1.04887	-0.63021	0.76675	1.08704	-0.44795
c4762	pop06	-1.2208	6.61627	6.04714	0.69702	-0.52528
c0713	pop08	-0.44879	0.19626	-1.90759	0.44298	-0.98253
c1640	pop08	-0.53191	1.93633	-1.21147	1.26982	0.42993
c4910	pop01	1.21354	1.58499	2.67303	-0.64856	2.98878
c2171	pop08	-0.47515	0.60536	-0.21678	0.7586	-0.8803
c1650	pop08	-0.1277	0.12789	0.91407	0.98712	0.80276
c4244	pop05	2.62492	5.90525	0.30256	5.14098	0.66171
c2373	pop08	-0.11473	0.19142	-1.20667	-1.08775	0.17633
c3393	pop04	1.46476	3.77831	-0.73934	3.70529	0.61493
c4493	pop05	4.21977	3.44319	-0.05559	4.67659	-0.56499
c0689	pop08	0.25382	2.17314	1.81838	-0.96344	-0.24712
c1498	pop08	0.56666	-0.23967	-1.49018	-1.24078	0.02616
c1765	pop08	0.98833	-0.30387	2.89154	1.24941	-0.6991
c4952	pop01	0.8353	1.41504	-0.77302	-1.24927	4.0559
c1696	pop08	-0.17512	-1.6529	0.38278	0.18123	-0.13826
c3908	pop04	-0.23206	4.37685	1.29049	3.71179	1.65183
c1378	pop08	-0.28591	0.28182	1.19966	0.92868	-0.37787
c4189	pop04	-1.45363	7.17421	-0.56813	5.52511	-0.65661
c1526	pop08	-0.43514	-0.48557	0.84232	-0.72905	-0.81661
c2201	pop08	0.54473	-0.30245	-0.16871	1.06105	0.15026
c3637	pop04	0.63922	4.52351	1.31722	4.85488	0.47525
c3670	pop04	1.18237	6.16715	-1.36649	4.73547	-0.82197
c2519	pop08	-0.51311	1.09787	0.46948	0.63316	0.147
c1669	pop08	-1.15582	-0.57963	-0.3638	-1.48573	0.64311
c1218	pop08	1.4457	-1.14304	2.42668	-0.7588	-0.43585
c4554	pop05	3.63321	2.65862	0.01492	6.68699	-1.11051
c2218	pop08	0.3488	2.46191	-0.99709	-2.37892	0.63421
c3150	pop03	5.98361	0.06381	4.44272	1.26346	-1.07085
c2791	pop02	4.61998	6.64746	0.13927	1.17051	-0.17202
c4796	pop06	1.22632	4.07355	4.69738	0.61932	1.85354
c4676	pop05	6.11209	5.67797	0.0497	4.96897	1.34792
c2072	pop08	0.59122	-0.5491	0.47219	0.52132	-0.07136
c2872	pop02	6.31341	4.66379	0.26796	-1.39759	0.84187
c4565	pop05	5.10161	6.36019	-0.85777	2.76902	-0.24598
c2278	pop08	1.7317	-0.36691	0.66902	-1.0664	1.22508
c3735	pop04	1.02876	6.51832	0.96977	4.62067	-0.42934
c0760	pop08	-1.10093	-0.98004	0.56306	0.57299	-0.00362
c3997	pop04	0.19226	5.90286	1.10182	4.56193	0.48665
c1770	pop08	0.59326	-0.23864	-0.03645	0.6015	-0.54033
c4536	pop05	3.91173	3.67777	-0.24376	3.43323	-1.19292
c0445	pop08	-1.28762	-0.4309	0.28059	0.04564	0.21245
c2137	pop08	-0.2049	-0.26631	-1.24213	1.88502	0.62548
c4636	pop05	5.85872	4.73114	-0.39922	4.60852	0.21394
c4465	pop05	4.87025	4.31593	-0.27811	5.10391	-0.84218
c1942	pop08	-0.56177	0.85955	-1.51262	-1.09667	-0.75745
c2668	pop02	5.39597	6.11536	-1.10008	-0.76371	0.34281
c3330	pop04	-0.06678	5.82736	-0.83548	5.8325	0.5107
c4645	pop05	5.69213	4.0207	-0.06899	6.38712	-1.11137
c4861	pop06	0.91077	3.9444	5.23477	-0.44915	1.05354
c0310	pop08	0.76318	-0.24523	0.06582	-0.207	-1.20347
c4860	pop06	0.63648	3.22997	3.41469	-0.93976	0.80378
c1919	pop08	-2.05841	1.1372	0.42924	-1.69511	0.00125
c3581	pop04	-0.1599	6.35654	0.1959	5.084	-0.44233
c1007	pop08	0.93892	-0.51741	0.42933	-3.55016	-1.19651
c1847	pop08	-0.21492	-1.23553	-0.03492	-0.49432	0.69844
c1970	pop08	1.42924	0.07919	0.07804	-1.1598	0.0993
c3711	pop04	-0.30066	4.16469	1.49453	5.82612	0.53399
c1085	pop08	0.55279	1.81001	1.4266	0.72169	-1.07388
c3702	pop04	-0.81034	4.06809	1.39721	5.00125	0.0098
c0511	pop08	-1.05655	0.44661	-0.02923	0.35741	0.2562
c4568	pop05	4.33931	4.45441	0.96072	4.47747	-0.07733
c0199	pop08	0.16265	0.78915	0.37838	-0.55502	-1.28526
c1550	pop08	-1.31672	0.11136	0.76011	-0.38704	0.2994
c0188	pop08	-0.50874	-0.38144	1.02369	1.23612	0.05439
c2344	pop08	-0.21132	-0.29525	-0.48183	-0.25088	-1.173
c0971	pop08	-0.65647	-0.62764	0.41526	-2.08077	-0.20467
c4707	pop06	0.51051	4.61976	3.80976	-0.46288	-1.62021
c4303	pop05	4.51371	5.78709	-1.13833	6.46792	-0.40718
c3091	pop03	4.3087	-0.81208	6.37094	0.82949	-0.62374
c3118	pop03	5.43132	-0.93486	4.79501	-0.32469	-0.50696
c1097	pop08	1.33797	1.84309	1.29026	-0.82359	1.44768
c3766	pop04	0.34366	4.91398	-1.78917	4.56862	-1.26651
c1923	pop08	-1.05866	0.22998	0.13289	-1.06527	-0.0111
c0942	pop08	-1.72912	-0.19625	1.43269	0.82944	-0.25185
c2503	pop08	-1.32193	-0.17016	0.39635	0.95623	0.44319
c2001	pop08	-0.97382	0.24988	0.24936	-0.55634	-0.69992
c4178	pop04	0.24777	5.54255	0.10536	5.17672	-0.74504
c2082	pop08	-2.00414	-0.98351	-0.55069	-1.38272	-0.3788
c3197	pop03	5.56021	0.10831	5.51446	-0.23269	-0.02363
c1199	pop08	-0.42946	-1.76834	0.74703	-0.02961	0.10439
c1863	pop08	-0.23894	-0.41118	-2.02973	-0.83789	0.66721
c2197	pop08	0.39598	1.3061	-1.80347	1.14889	-1.50994
c2624	pop02	4.49564	4.95119	-0.48358	-0.45395	-1.23615
c1263	pop08	0.7049	-1.39293	0.91907	-1.12176	-0.48955
c1884	pop08	1.70947	0.37532	-0.71933	0.47945	0.09717
c2557	pop08	0.95123	-1.27851	-0.92201	0.18011	0.30292
c2310	pop08	-0.55225	1.14158	0.19621	0.38422	-0.18928
c1719	pop08	0.42003	0.1609	-0.1383	-0.09542	-1.02626
c2152	pop08	0.35177	-0.3509	-1.0632	0.07486	0.32249
c4437	pop05	6.40638	4.73471	-1.10336	5.3728	0.70871
c0033	pop08	-0.70944	-0.31779	0.13117	-1.16877	-0.60833
c1130	pop08	-0.84084	-0.38908	-0.09871	1.94927	2.34194
c4398	pop05	6.03411	6.88659	1.02101	4.46164	-0.13559
c2652	pop02	4.94196	5.03556	1.26054	-0.23242	1.39677
c2862	pop02	3.59899	4.86563	0.98986	-0.12972	-0.38214
c0940	pop08	-1.38895	-1.07552	-1.35034	-1.33769	-0.75018
c0536	pop08	-1.19354	0.12983	-1.64324	-1.19549	0.58176
c1279	pop08	1.53912	-0.4745	2.25553	1.29036	-0.78197
c3923	pop04	-2.11052	4.51607	0.43978	4.1503	-0.6137
c2709	pop02	5.76939	3.55634	0.43437	0.316	-1.32675
c3187	pop03	4.33296	-0.84773	4.2253	0.01552	-0.94072
c3387	pop04	-0.43683	6.54987	-0.71064	4.90711	-0.5878
c0967	pop08	-2.73975	1.23774	0.48203	-0.93588	0.34306
c2472	pop08	1.4198	0.75853	-0.22687	-1.07047	-1.0796
c4468	pop05	6.516	4.40012	-0.63557	7.09455	0.48187
c4725	pop06	-1.27796	5.82864	3.54783	0.5137	0.1702
c4435	pop05	4.72914	5.11785	-1.08742	4.37607	-0.30865
c3583	pop04	1.60785	4.81804	0.71667	4.98281	0.47815
c1166	pop08	-1.1012	1.20194	0.20968	1.54008	0.6905
c0919	pop08	-0.34886	0.11251	-0.91594	-3.06177	0.47223
c1176	pop08	1.02162	-1.03057	-0.2539	0.3276	-1.40331
c1542	pop08	-0.26237	-0.66064	0.1245	-1.10816	-1.00637
c3879	pop04	-1.38192	6.23773	0.14314	5.7149	-1.49835
c1217	pop08	0.52906	0.03713	1.03788	-1.15751	-0.44486
c2762	pop02	6.94701	4.74774	-0.01868	-1.98801	1.64853
c3427	pop04	-1.40743	5.31476	0.15314	5.26098	-0.69648
c4030	pop04	-0.03535	4.21379	-0.83664	4.0236	0.1647
c2409	pop08	0.98446	1.86969	-0.74808	0.53991	0.34114
c2002	pop08	-0.09963	0.48192	-1.02985	0.32727	-1.64149
c1016	pop08	0.06602	1.72819	0.4779	0.53448	0.1428
c0565	pop08	0.7232	-0.91997	-0.62115	1.01328	0.59819
c2467	pop08	-1.3315	-1.56964	-0.08893	-0.54164	-0.43252
c2486	pop08	-0.70457	0.27549	1.09608	1.19617	0.34734
c3245	pop04	-0.02365	6.25474	-1.42299	4.27904	0.70218
c1664	pop08	0.01513	-0.39353	0.59762	-1.40992	0.71664
c1387	pop08	-0.36619	-0.56926	-0.85463	0.014	-1.13902
c0091	pop08	-0.05316	-1.14948	-0.17174	-0.16962	-0.09403
c4187	pop04	0.86358	5.02404	-1.63226	6.12996	0.8448
c3450	pop04	0.23044	6.26396	1.8227	4.40634	-0.31455
c1786	pop08	0.43372	-1.08669	-0.53951	1.0147	0.4619
c2912	pop03	4.04975	-0.05312	5.69951	-1.05792	0.62047
c2156	pop08	-1.51878	-1.18571	0.95295	-0.82343	-0.30136
c3534	pop04	2.09165	3.77241	-0.38334	4.51188	-0.77818
c1274	pop08	0.08338	0.78099	0.19433	1.31054	-0.78824
c2219	pop08	-0.243	-0.52892	2.16634	0.72488	-1.41614
c2240	pop08	-1.81723	-0.17088	-0.83305	1.1643	-1.75682
c2808	pop02	4.28359	4.22226	-0.04069	0.43951	-0.43479
c2819	pop02	6.07147	5.78068	-1.59609	-0.04009	-0.57235
c0811	pop08	0.78526	1.34886	-0.44103	0.51649	-0.26856
c4425	pop05	5.21376	4.53048	-0.28243	5.86544	-0.54723
c4212	pop05	2.89088	5.26054	-0.20587	2.68164	2.99342
c1434	pop08	0.24528	-1.22041	-0.79135	0.26775	0.57705
c4058	pop04	0.12981	5.99736	0.36488	5.03594	1.05744
c3744	pop04	-0.29683	4.01138	0.65524	4.07137	1.00421
c0330	pop08	-0.64904	-0.87291	-0.91769	1.07645	-2.94186
c4747	pop06	0.04656	5.07211	4.0301	-0.88389	-0.61372
c3071	pop03	4.67597	-0.60387	3.43997	-0.76544	0.3752
c4034	pop04	0.18907	5.00859	0.60923	5.03431	1.10026
c1052	pop08	0.49021	-0.47352	-0.80308	0.00172	-0.12987
c3524	pop04	-1.19558	5.99201	-0.31535	6.3256	0.3019
c3455	pop04	-1.26919	5.55483	1.14412	5.60535	2.17286
c1030	pop08	-1.22623	-0.12999	-0.23522	-2.05593	0.24876
c3710	pop04	-0.22996	4.47417	0.57289	5.72883	1.39791
c2370	pop08	0.10745	-1.26088	-0.6404	-1.05452	-0.40057
c3043	pop03	4.95209	1.33159	2.89046	-0.9944	1.36197
c4161	pop04	1.1827	4.55634	-0.56776	4.18999	1.79344
c1376	pop08	-0.34717	-0.49991	-0.61682	0.93151	0.72434
c3359	pop04	0.13369	4.4204	0.73615	4.43394	-0.93812
c1539	pop08	0.26911	0.14059	-1.09008	0.75669	0.02378
c1902	pop08	0.69777	-1.16154	-1.36294	0.35369	-0.50222
c0356	pop08	0.54752	-0.0381	0.82069	0.58495	1.26304
c1192	pop08	-0.91964	1.62965	0.96744	-0.53359	0.08599
c2064	pop08	1.54041	1.06393	-0.23503	-0.08885	0.78354
c2575	pop08	-0.11989	-0.88629	0.48912	0.84031	-0.00471
c0389	pop08	-1.50706	1.14883	1.54833	1.44811	-0.35243
