id	pop	Mrk1	Mrk2	Mrk3	Mrk4	Mrk5	Mrk6	Mrk7	Mrk8	Mrk9	Mrk10	Mrk11	Mrk12	Mrk13	Mrk14	Mrk15	Mrk16	Mrk17	Mrk18	Mrk19	Mrk20	Mrk21	Mrk22	Mrk23	Mrk24	Mrk25	Mrk26	Mrk27	Mrk28	Mrk29	Mrk30
c4431	pop05	4.86811	5.80372	-1.01806	4.74874	-1.51893	0.15919	-0.2924	1.32241	0.14122	0.7191	-0.6328	-0.97174	-1.00472	-1.14202	-0.11939	0.49069	-0.28721	-0.11628	0.09342	0.11833	1.06057	-0.30815	-0.83349	-0.56908	-0.77644	0.71125	0.84611	0.99898	-0.52354	0.43548
c4409	pop05	4.4891	4.52343	0.32635	4.36209	0.67913	0.0269	-1.10575	-0.08489	0.60789	0.17335	0.86638	-0.55709	-1.71909	0.97424	-0.67009	0.53886	0.56661	-1.05438	0.18614	0.80421	-0.88342	0.86272	0.93826	-1.91575	-1.13686	-0.7356	-0.96107	-0.16245	-0.43935	0.72655
c4812	pop06	0.46103	5.01212	7.71166	0.38657	-0.48074	0.5192	-0.53365	1.13117	-0.23289	0.52915	0.96374	-1.99108	-1.12677	1.68402	-2.60115	1.0513	-0.76154	-0.46091	-2.54492	-1.04531	0.56157	1.03705	0.20144	-0.68038	0.33925	0.00601	1.69198	0.90163	0.86154	1.68588
c2562	pop08	-0.23051	0.09656	0.642	0.22139	0.34749	-0.36933	-0.18383	0.07603	-0.82612	1.69774	0.61563	0.80563	1.37043	-0.37021	0.91716	0.98396	-0.80748	2.29081	-1.19371	-1.63478	-0.2298	-0.86416	0.65609	-0.69331	-0.02325	-0.46411	-1.41108	-0.76465	2.07789	0.81065
c3331	pop04	-1.78304	5.1897	0.40705	3.73192	-1.14541	-0.99999	-0.28837	0.21054	-0.21344	-3.18693	0.81073	-0.51826	-0.07105	-0.88159	-0.35702	0.52199	0.72474	0.05881	-1.59754	-0.1611	-2.12468	0.42012	0.27746	0.31938	-1.31954	0.29593	0.99834	-0.30872	-0.95945	-0.82836
c1095	pop08	-0.08326	1.34044	0.47649	0.1914	-0.53592	0.36833	-0.84108	0.70746	0.41167	-0.78415	-0.95373	0.19681	0.90518	0.33234	0.21985	0.64835	-0.27464	-1.3373	-1.61645	0.22024	-2.02341	-0.15174	-1.14626	-0.32184	-0.37474	0.36933	-0.57205	0.23572	-1.0576	0.62834
c3627	pop04	-0.66493	4.42204	-1.66754	4.98125	0.55334	-0.23247	0.8698	0.61248	-0.73241	-0.68609	-1.24808	3.70134	0.66835	0.61829	-1.7644	-0.29307	0.05352	1.27935	0.13942	-0.37273	-2.09488	0.61235	0.19921	1.14925	1.09727	-0.90974	0.63422	0.94178	-0.50792	1.72932
c2944	pop03	5.34985	1.05857	5.10043	1.27187	-0.76879	-1.40312	0.63573	0.21876	-0.04313	-0.13478	-0.56047	-1.15254	-0.42461	1.04448	0.80067	0.5867	-1.2595	-1.23312	-2.34261	0.18159	0.43135	-1.1856	-0.96278	-1.85242	0.38305	-0.04051	1.16091	-0.10927	-0.8245	-0.21254
c4497	pop05	5.94251	4.29208	0.47594	5.05424	-1.81721	0.57644	0.46961	-1.24014	-1.09092	0.35319	-0.31175	-0.31692	-1.27634	0.44656	0.99188	-0.26974	0.25856	-0.49008	0.46909	-0.89968	-1.36064	-0.37128	0.23176	-0.33137	-0.38135	-0.58221	0.02443	0.68832	-0.96988	-1.1412
c3155	pop03	5.10873	1.27743	2.78344	2.20053	-0.90889	-0.00512	0.02507	0.74047	-0.26856	0.38191	0.49551	-0.431	-0.92775	0.3888	-2.1747	0.63136	-0.05667	-1.67931	-2.79602	-1.55194	-0.17745	-0.58939	0.06274	0.06489	1.21365	-1.01279	0.5139	2.43528	-0.02178	-1.18858
c4720	pop06	-1.22253	3.49193	5.50319	-0.3302	-0.75283	-0.61832	-0.16644	-1.70485	0.63318	0.15273	-0.3213	-0.21295	-0.74396	-1.0341	0.8364	0.87248	0.81051	-0.80278	2.13777	0.18995	0.63956	-1.35727	0.82038	-1.29869	2.37445	0.43348	-0.51053	-1.06283	1.46448	-0.34111
c1997	pop08	1.33469	0.71068	0.17825	-0.02973	0.58638	1.12795	-0.72355	-0.64541	1.82505	0.52596	0.17533	-0.12005	-2.04664	-0.3807	1.42604	0.64385	0.94545	-1.97801	-1.11727	-1.49294	1.02464	1.12958	-0.2284	0.82155	0.16995	0.79839	-0.38315	0.22064	-0.21298	-1.30148
c4793	pop06	0.35186	5.97437	4.52071	0.74619	0.47759	0.13977	1.61986	1.46911	0.22522	0.05891	1.30621	-1.92313	0.61288	-2.13667	0.54036	0.09023	0.40156	0.77649	0.57133	-0.17643	0.33802	0.67922	0.77902	-0.40748	-0.88297	-0.69798	-0.01427	-0.62226	-1.18478	1.76559
c4950	pop01	0.69166	1.33614	-0.54539	1.7545	5.58358	0.9857	0.0329	-0.84257	-0.43635	-2.70313	1.58269	0.45222	-0.1297	-0.96454	1.0867	-1.2246	-1.12619	-0.29678	-0.60996	-0.52118	1.94917	0.56674	-1.69184	0.93618	-0.51872	0.49617	-0.1626	-1.59546	-2.69354	0.42742
c2729	pop02	6.24912	4.83411	0.13092	-2.1278	2.35226	-0.82544	0.3948	-0.26555	0.26734	0.79706	-1.89773	0.93224	0.37703	1.44682	-0.04116	0.03734	-0.20833	0.32651	-0.16096	-0.31681	-1.21238	0.75048	-0.07088	-1.05176	-1.73351	-1.60327	-0.051	0.54927	-0.6835	1.15065
c4786	pop06	-0.17508	4.39572	5.96132	-1.83589	0.87247	-0.66353	0.91056	-0.78693	-0.1627	-1.30471	0.96318	-1.13779	0.08187	-0.47377	0.43845	-1.14363	-2.12914	-1.1355	-1.18219	0.50639	0.14459	1.19079	0.24741	1.31171	1.54853	0.87559	0.92019	-0.80145	0.86826	-2.56298
c4614	pop05	5.29581	3.30405	-1.22813	6.35319	-0.20834	-0.18628	-0.50719	1.38086	-0.18608	-0.48507	-0.82274	-2.85786	-0.87606	1.38725	-1.48884	0.2345	-0.39795	0.15887	1.14547	0.58998	-0.97776	0.25943	1.221	-0.15422	-2.16337	-0.44824	0.31102	-0.90347	-0.15804	-0.69557
c0478	pop08	1.05907	0.05316	0.43817	1.18223	1.61744	0.35555	0.35888	1.2104	-0.09535	0.64412	-0.14938	-1.27835	0.37221	0.44641	-1.87109	-0.90571	1.21657	-0.24686	-0.1959	0.16684	0.45662	-0.50564	-0.42402	-0.81959	0.32146	-1.14618	-1.58641	-0.13789	1.13779	0.42565
c4680	pop05	3.66522	4.98671	-1.11595	4.31428	0.68639	0.39632	-1.08065	0.2373	0.89245	1.97478	-2.41724	1.08087	0.28827	0.27314	0.38677	0.8023	1.41988	-1.22865	0.04411	-0.63759	-1.53144	-0.06856	-0.06165	-0.4344	0.51725	0.76637	-0.38705	-1.09573	-1.12787	-0.54815
c4908	pop01	0.07705	-0.32931	-0.14645	0.22356	6.44138	1.94848	-0.50337	-0.66187	-2.59329	0.32446	1.07521	-0.13161	-0.13737	0.02134	1.6478	-0.4199	-0.31916	-0.52727	-0.67255	-2.09978	0.60808	0.83784	0.89634	0.43079	0.60664	-1.25608	0.89824	0.16764	0.31572	1.40726
c3943	pop04	-1.0399	5.11074	-1.05841	4.16219	1.03444	1.28342	0.61102	-0.60261	-1.66634	-0.5346	0.25117	-0.95986	0.47782	-0.39946	1.35561	1.02609	-0.0805	0.46624	1.50477	-0.02828	1.02017	0.0581	0.66953	0.10669	-0.61912	-0.14425	0.37563	-1.41252	-0.95023	-0.0277
c2980	pop03	5.91251	-0.97871	4.94403	1.15214	-0.42112	1.87034	1.59598	-1.04127	0.04229	-0.90373	0.77622	0.66387	-0.39388	-0.58994	0.85163	0.19669	-2.7423	-0.20534	-0.22773	0.32642	1.22204	0.04866	1.00035	-1.75727	-0.84668	-0.2961	0.15406	0.1381	0.29317	-1.61803
c4935	pop01	0.25427	-1.35916	1.56115	-0.12845	5.21074	0.05234	2.54001	0.05207	0.18255	-0.1456	0.39858	1.33612	-0.32084	0.11329	-0.46221	0.40686	-0.21235	0.56865	0.41658	-0.13621	-0.58088	0.89596	-0.66267	-0.42321	-0.97487	-1.33807	0.63056	1.03636	1.16836	-0.70482
c3596	pop04	-0.91664	6.58336	-0.1777	6.50871	1.04319	-0.71734	0.42217	2.74232	0.3899	0.12153	-1.48168	0.55088	-0.08371	-2.46967	-0.07288	-0.41515	2.38742	0.65944	0.9789	0.37049	0.26627	0.73391	0.00614	-0.79259	0.39855	-1.29261	1.24794	0.72729	0.31653	-1.82887
c3413	pop04	0.76457	3.33739	-0.23365	6.17408	0.01067	0.14304	0.06147	1.25874	-0.28064	0.7538	1.19836	-1.44571	-2.5515	-0.3183	0.2306	1.45179	0.31522	-0.76694	0.89133	0.68325	0.67557	1.34979	0.66263	-0.60427	-0.20427	-0.49118	-1.81215	1.08237	0.65623	-0.40514
c4719	pop06	0.59481	4.73489	5.49171	0.16633	-2.00363	-0.50307	-1.39831	0.30134	-0.44413	0.0145	2.08948	-0.38558	0.49022	1.26161	0.59003	0.11476	0.46376	0.59979	-1.1047	-0.42793	0.28346	0.39981	-0.24239	-1.41305	0.75556	0.12786	-0.19479	2.86192	-0.12188	0.7971
c2716	pop02	2.74112	5.2615	-0.91873	0.30563	-0.95889	0.82451	-0.51021	-1.46411	-1.88322	0.01507	0.01639	0.6328	0.54124	-2.2608	1.17179	1.90893	0.56902	-1.99971	1.80578	-0.46433	-0.15391	1.63213	0.61927	0.09296	-0.71604	0.74389	-0.50929	-0.72197	-0.72102	0.10863
c4998	pop01	-0.39383	-0.05022	0.57127	0.65641	6.48198	0.0389	-0.4065	0.14854	0.82523	-1.43047	-0.39871	0.20613	-0.73857	1.09059	-0.4779	-0.02224	0.21096	-1.29895	-0.63006	1.13258	0.00645	0.29803	-1.82657	1.40831	-1.28057	-0.79159	-0.11798	-0.29085	-0.61736	0.09992
c3049	pop03	6.82568	-0.67486	6.53864	-1.20635	-1.62561	1.55543	1.15173	2.30245	-0.21218	-1.2989	1.83062	-0.30274	1.21295	-1.94492	-0.87464	0.28017	0.90902	1.28507	-0.48489	0.66367	0.82952	-0.11651	-0.6415	-1.98352	1.50901	-0.5919	0.73365	0.73783	-0.95339	1.47688
c4129	pop04	-0.26664	5.45018	0.47413	4.2791	-1.18205	-0.40884	-1.92629	0.11734	-1.23358	0.02168	0.14005	0.42203	-0.83541	-2.54813	-0.09516	0.72494	0.13794	-1.44588	1.21227	-0.00116	0.69066	0.45024	0.42651	1.62038	-0.29696	-0.52404	0.53266	0.5038	-0.35424	0.71765
c4827	pop06	-0.88846	5.20458	3.20571	2.07951	1.04579	-0.32508	-0.3233	-0.68445	0.52908	1.03931	0.85534	0.58045	-0.09506	-0.87634	0.25881	1.56198	0.14482	0.54053	0.11611	-0.08794	0.51163	1.47021	-2.31729	0.69408	0.3848	-0.19283	-1.22443	0.67034	-0.56772	1.17591
c4271	pop05	4.76345	5.85386	-0.42152	5.2595	1.50826	-1.46006	1.1163	1.16291	0.15043	0.35459	0.43589	-0.13416	0.97498	-1.14519	0.30677	-1.08154	-1.17376	-0.25648	-0.87748	-0.44293	2.50085	0.85544	-2.11508	-0.11239	0.98291	0.20946	1.37452	0.28318	-0.41861	-0.13035
c4766	pop06	0.40978	3.43201	4.03023	-1.87223	-0.96284	0.74366	0.5808	-0.87836	0.417	0.29292	1.21542	-0.45819	0.96372	-0.84209	0.30526	0.99041	0.12216	-0.8862	-1.08755	-1.54873	-2.51288	-0.01374	-0.85991	-1.63565	-1.25126	-0.77907	-0.95929	0.69978	-0.09773	-0.17657
c4851	pop06	0.43543	4.57478	4.5182	-0.96186	-0.31657	-0.23054	-0.52641	0.96629	1.40517	-0.32161	1.46423	0.4681	0.64089	-0.2871	-0.10893	-0.00046	-0.96908	0.29129	-1.58344	-0.22799	0.516	-0.45281	0.31892	1.53579	-0.44584	-0.22223	1.1901	2.31589	-1.04546	2.08904
c4594	pop05	4.32824	3.93745	0.29184	5.42057	-1.93347	0.06389	-0.86427	0.74849	0.81317	-1.41577	0.63789	-1.07304	0.4023	0.9204	0.39663	-0.63351	0.85272	-1.33337	-1.04933	-0.06361	0.53173	0.22611	0.69987	-0.78249	-0.53159	0.09663	-2.06568	-1.00055	0.69839	0.65772
c3017	pop03	4.26591	1.39749	7.32526	-1.56364	1.45105	-0.95267	0.22552	-0.99466	-0.70021	-0.20672	-0.44436	-0.87484	0.53867	1.35035	-0.07782	0.90856	0.38865	-0.27889	-0.56977	-1.1467	-0.02051	-0.77015	0.75044	1.4386	0.16028	1.38211	0.75175	0.08688	1.9713	0.3309
c2662	pop02	3.44488	4.71884	-0.32704	1.53133	-1.14568	0.62293	0.42894	-0.80933	-0.35422	1.50422	0.30385	1.53845	0.10604	2.45225	0.36783	-0.60213	0.28427	-0.32724	-0.24948	1.25442	-0.82875	-0.92637	0.13528	0.09839	-0.59867	1.27229	-0.24785	0.39811	-0.31473	-0.30662
c4762	pop06	-1.2208	6.61627	6.04714	0.69702	-0.52528	-0.73197	1.22932	1.09401	1.00587	2.10006	0.85578	-1.84833	1.43149	-1.5385	0.75619	-2.36114	1.31778	0.52143	0.64297	-1.4403	0.52194	0.20367	-1.39746	0.2489	-0.00066	-0.85355	0.5904	0.59748	0.57382	-2.06253
c4910	pop01	1.21354	1.58499	2.67303	-0.64856	2.98878	-0.04546	1.69418	0.10327	2.58343	0.03899	2.02683	0.50418	-1.07866	0.13832	0.56537	-0.54388	1.75539	0.47422	-0.97989	-0.46676	0.53297	0.37659	-0.89002	-0.43337	0.04613	-0.6486	-0.04983	-0.14579	0.07598	1.27296
c1650	pop08	-0.1277	0.12789	0.91407	0.98712	0.80276	0.38712	0.36881	1.28144	1.05742	0.83779	-0.76694	0.76322	-0.37695	0.22083	0.50815	1.34776	-0.63257	0.49776	1.51963	0.18052	1.86816	-0.69031	-0.67681	0.84053	0.51452	0.78384	1.28362	0.13145	-1.21882	-0.5
c4493	pop05	4.21977	3.44319	-0.05559	4.67659	-0.56499	-1.30761	0.06743	-0.96621	1.81975	-1.69742	1.828	0.86398	1.03542	-0.3252	-1.51571	1.09045	-0.27578	-0.75003	-1.08361	1.17438	-0.10327	1.27975	1.09202	-1.01491	-0.02317	0.87889	-0.08913	0.4605	-0.89756	0.57256
c0689	pop08	0.25382	2.17314	1.81838	-0.96344	-0.24712	0.64476	-1.05721	-1.70273	-0.43577	-0.0902	1.0498	-0.61402	0.42985	-1.47183	-1.89782	0.02926	-0.89071	0.7124	1.23167	0.8995	-0.18408	-0.50776	-0.51528	-0.24349	0.35043	-0.87254	-0.51352	-1.04266	0.09664	-0.39217
c4952	pop01	0.8353	1.41504	-0.77302	-1.24927	4.0559	0.13384	-0.43295	-1.53567	0.29827	-1.78716	1.51097	0.2561	-0.2643	0.21576	0.3809	-0.37615	0.66321	-1.10175	0.9795	-0.9558	0.20275	-0.21768	1.47134	0.89855	0.95907	-1.16549	-1.15975	0.56357	-0.27729	0.80943
c1218	pop08	1.4457	-1.14304	2.42668	-0.7588	-0.43585	-0.07472	-0.29388	-0.58809	2.17209	-1.37552	-0.5476	1.54242	-1.83467	0.63961	0.6923	-0.14677	-0.07342	-0.80462	-0.62343	-1.05433	-1.24714	-0.0096	0.5764	2.67078	-0.88947	-1.61762	0.19258	1.11711	-2.31059	1.23279
c4565	pop05	5.10161	6.36019	-0.85777	2.76902	-0.24598	0.81509	0.52576	-0.96518	-1.21406	-0.24397	0.53554	0.20494	-0.62318	-0.98553	-1.10745	-0.64542	-1.55442	1.65177	-0.90083	0.36135	0.42758	2.95356	1.2715	0.31394	-1.06615	0.77163	-0.03944	-2.039	0.84117	0.22281
c4860	pop06	0.63648	3.22997	3.41469	-0.93976	0.80378	-1.21426	0.07449	0.12988	-1.12456	-0.95252	0.27974	1.85332	0.62072	0.06176	-0.68771	0.00576	-0.81708	-0.60962	-1.02243	-1.26478	0.77176	-0.21714	1.31082	-0.48844	-0.52898	1.25335	1.75001	-0.00553	-0.41875	-0.70482
c1007	pop08	0.93892	-0.51741	0.42933	-3.55016	-1.19651	0.8115	-0.8791	0.76187	1.82057	0.52271	0.74843	0.41335	0.32119	0.11257	-0.20709	1.30675	-0.23007	-0.85454	0.91169	0.56788	0.41622	0.28119	-0.66105	0.14239	0.16766	-0.58045	0.42782	0.13172	0.97472	-1.24565
c4398	pop05	6.03411	6.88659	1.02101	4.46164	-0.13559	-1.28443	1.40117	0.75957	-0.95413	0.08925	-1.38099	-0.59626	0.18045	-0.16055	1.80645	-0.61395	-0.6313	0.27223	0.61341	0.7924	-0.52453	0.89251	-0.88552	0.08528	0.1463	0.39146	-0.98947	1.49244	0.17085	1.43292
c2652	pop02	4.94196	5.03556	1.26054	-0.23242	1.39677	-0.8483	1.33516	0.82686	-0.51979	0.7554	-1.85659	1.63044	1.72241	0.1503	0.00644	-1.69095	0.68293	-0.53868	0.08602	0.67532	-1.60658	-0.61741	-2.28746	1.9124	-1.78565	-0.9805	-0.25791	-1.33515	0.24933	-0.97788
c2709	pop02	5.76939	3.55634	0.43437	0.316	-1.32675	-0.66926	0.81924	0.26824	1.12038	-2.04423	0.81771	1.66234	-0.30881	0.46025	0.64222	-0.02303	-1.72111	0.2684	-1.24051	-2.0726	0.18107	0.0567	0.09818	-0.93841	-0.04995	0.08143	1.08533	-1.13571	-0.01292	0.47797
c0967	pop08	-2.73975	1.23774	0.48203	-0.93588	0.34306	0.41527	-0.24455	0.29502	-0.29801	0.06573	0.9212	0.66482	-0.78508	-0.28187	-1.0769	0.99271	1.26641	-0.41362	-0.15644	-0.94258	-0.66132	-0.63873	-0.13622	0.4428	-0.91763	0.32693	-0.96555	-0.80334	-0.32029	0.72352
c2762	pop02	6.94701	4.74774	-0.01868	-1.98801	1.64853	0.89717	0.07008	-1.39413	0.07334	0.75237	1.29818	-0.26674	-0.75605	-0.50798	1.52232	1.11061	-0.12314	0.61613	-1.42879	0.00382	-0.80086	0.27166	-0.35942	-1.1697	1.09003	0.84252	-0.33308	0.01062	-0.40725	0.44042
c2002	pop08	-0.09963	0.48192	-1.02985	0.32727	-1.64149	0.85061	0.56721	0.25	-0.16855	1.11376	0.54756	1.19496	-1.57216	1.24242	-0.68282	-1.07027	-1.05261	1.29996	-2.12473	0.55622	-0.17386	-0.9699	-1.22632	-1.65571	0.46412	-1.25674	-2.85411	0.41495	0.50691	0.21122
c2808	pop02	4.28359	4.22226	-0.04069	0.43951	-0.43479	-0.15413	0.50898	-1.9787	-0.17058	-0.21168	0.59323	0.25579	-0.64168	0.83317	-1.42158	-0.8911	1.15953	1.43328	-0.00895	1.01187	0.69921	-1.4688	-0.73293	0.04137	0.03847	0.41535	2.20498	0.14099	0.37883	-0.65393
c4747	pop06	0.04656	5.07211	4.0301	-0.88389	-0.61372	-0.56152	1.58467	0.24313	-0.1866	0.13647	0.22239	-1.09542	1.26055	-0.45765	0.52348	-0.0912	-1.05504	-0.67067	-0.47398	0.52552	-1.74495	-0.07395	0.93808	0.39941	0.65251	1.26287	-0.1979	-2.17985	-0.32946	1.21062
c4034	pop04	0.18907	5.00859	0.60923	5.03431	1.10026	-0.37735	0.61972	0.65839	-0.04842	0.3459	0.42158	-2.92669	-1.16957	0.83245	-0.06033	-2.5961	-0.07287	-2.25901	-0.8283	-0.75056	-0.33878	0.31491	-0.33972	-1.09403	-0.21436	1.02515	-1.05302	-1.362	-0.87564	1.85157
c4969	pop01	-0.12308	0.40696	-1.09903	1.1964	6.47541	0.94898	-1.46617	0.38144	-1.4918	1.36129	-1.87989	0.97612	-0.29998	-0.59766	1.07822	-0.67587	0.30171	-1.14104	1.75446	0.2964	-0.38576	-0.32515	0.65651	-1.54333	-0.55346	-0.43161	-2.17417	-0.03849	0.61515	-1.09339
c4128	pop04	-0.87533	4.71234	0.77169	6.43462	2.26443	-1.03472	-0.57001	2.04933	-1.08284	-1.17253	0.77446	0.82406	0.60021	0.99662	-1.57809	-1.29752	-2.17237	-1.84282	0.57739	0.78288	-1.301	1.47616	-0.37369	-1.17272	1.47761	-0.39401	-0.08368	-0.10258	-0.82996	-1.63475
c2780	pop02	4.19699	4.39991	0.79145	-0.92285	-1.9006	0.12734	1.53676	0.48728	1.08991	-0.20608	-1.00258	-1.50826	-0.03155	-0.66173	2.22301	-0.63123	1.75178	-0.09153	-1.02877	1.0193	-1.14006	2.29588	-0.27502	-0.84278	-0.75185	-0.72209	-2.02357	1.54957	-0.61171	-2.1392
c2669	pop02	6.82906	4.43167	1.37637	-0.41037	-0.15756	0.62199	-1.02494	1.13128	-1.05499	0.66794	0.17683	0.19292	-0.28917	-1.02671	-1.24147	0.95266	-0.15683	0.67689	-0.51073	-0.48653	-1.0034	1.21059	-0.33269	-0.12292	-0.04649	-0.38506	0.43161	1.15871	-0.54612	-0.73288
c3796	pop04	0.4676	4.48868	1.39728	3.83853	-1.2331	1.86997	0.90469	-0.38743	0.98697	0.96218	0.21902	-1.06807	1.06198	1.03197	0.38255	0.00658	1.1018	-0.41452	-0.75333	0.84143	-0.4965	1.32212	-0.60157	-0.1081	0.93188	0.48071	0.04723	-2.10619	0.02715	1.76385
c3662	pop04	0.61687	4.56139	-0.01259	3.96754	-1.1824	0.25026	0.16847	0.98486	0.83375	-3.34585	0.84671	1.88174	-0.69614	-0.07533	-1.38117	1.65584	-0.42657	-0.4991	0.14603	-0.65395	-1.31886	-0.04241	0.90319	-0.75134	0.98356	-0.381	-0.85809	1.26473	1.19106	0.72434
c3185	pop03	5.70602	0.78247	5.68839	-1.52834	-0.05016	1.86885	0.74725	-1.31693	-1.16032	-0.08057	1.10262	1.06162	-1.25074	-0.76139	0.44098	0.25049	-0.62104	0.48126	-1.18408	-0.38931	-0.23202	0.2877	-0.81453	-0.01572	-1.4284	-1.14837	1.86298	0.44368	1.23764	-0.10331
c3421	pop04	-0.06676	7.50696	-0.88071	3.99683	-0.91186	-1.58396	-0.10756	-0.52474	-0.96036	-0.59675	0.34621	-0.0535	0.5577	0.17616	1.25761	-0.09643	-0.28634	-0.61169	0.30031	-0.5137	0.39301	-0.30388	0.15609	0.66378	0.1946	0.31587	0.67191	0.44929	-0.49033	0.38958
c0858	pop08	-0.33714	1.01234	-0.13152	-0.60633	0.10648	-0.69788	-0.04749	0.59704	-0.94684	0.10611	-0.67545	0.26582	0.21615	2.17462	-1.02779	1.24492	0.27645	0.07147	0.12792	-0.46567	-1.3116	-1.95891	1.18881	-2.56723	-0.39734	-1.35814	-0.4279	1.33708	-1.42674	0.19465
c2681	pop02	5.60995	3.29404	1.04199	0.63467	0.19849	-0.87713	-1.40067	0.18072	-1.38661	-0.22132	-0.1441	0.46107	0.47306	-2.53762	0.22598	0.17937	0.67375	0.53563	0.25208	-1.45246	0.6686	-0.34184	-1.189	0.51536	-0.73586	0.30065	-0.67514	-1.76492	0.14262	-0.86292
c3050	pop03	6.09455	-0.20421	3.93983	0.69225	0.37987	0.37011	-0.31556	-1.39475	-1.32521	2.40262	-0.26316	-1.40621	1.55456	0.66184	-0.51022	-0.05742	-0.75161	0.95455	1.18376	-0.68491	-0.53021	-0.62965	0.98554	-0.4734	-1.97307	0.63284	-0.43015	0.42691	0.66447	-1.01855
c3019	pop03	5.11833	0.98247	6.11112	-0.0305	1.86374	-0.31169	1.04159	-0.08911	-1.16684	0.73856	-0.76417	-0.25409	0.30178	-0.72221	-0.52443	1.53599	0.54915	1.33417	0.48307	-0.62951	1.01055	1.18741	0.39442	-0.46104	0.26502	0.55676	0.52141	-0.38599	0.77061	0.22663
c4977	pop01	-1.25987	1.50459	0.03263	0.50912	6.22506	0.72851	-2.13288	-1.06996	2.35718	0.53366	-0.15921	-0.2311	-0.49581	0.16175	-1.29506	-2.35483	1.23891	-1.97317	0.68173	0.93136	-0.01427	0.32889	-1.13827	1.53184	-0.13961	0.73837	0.49563	-0.74263	-0.3153	1.78495
c3267	pop04	1.13486	5.62303	-0.5137	4.29234	-1.33375	-0.35319	-0.57043	-0.40327	0.53324	0.82942	-0.10637	-0.87689	-0.52048	0.47289	0.21034	-2.07042	-1.12392	-1.16052	1.49715	1.79978	-0.15152	-0.44464	1.57812	1.18097	2.42279	0.32725	1.18373	-0.90157	-0.2337	-0.59873
c1869	pop08	-0.12153	-0.01371	1.30164	0.74308	-0.15034	1.30839	-0.01555	-0.31514	-0.2298	1.32174	-2.20291	0.60847	1.07135	1.61482	-2.33607	-0.59694	0.36104	1.22075	1.78057	-2.6825	1.48365	-0.56533	1.85814	-1.21632	2.3701	-0.22179	-0.16859	-0.5115	-1.04774	-1.51381
c4794	pop06	-1.02362	5.23531	5.21459	-2.24177	1.41996	-0.68721	1.60651	1.41682	-0.87451	1.75234	0.15091	0.81485	-1.77598	0.36827	-0.65332	-0.45922	1.70618	1.59775	-0.27996	-1.13566	0.75897	-0.8208	-1.14929	0.6776	-0.39009	0.35481	1.50658	-1.71895	-0.39689	0.68098
c4892	pop06	-0.31478	4.79603	4.58293	-0.41752	-1.26255	-1.8847	-0.15315	-0.71433	0.10239	0.3051	-0.04342	-2.33983	-1.03574	0.16075	-2.25793	1.90533	0.02852	-0.71054	-1.06237	-0.72522	-0.83735	0.42712	1.99347	-0.55391	0.50427	-1.26916	1.58897	1.2739	0.66661	-1.63509
c2770	pop02	4.85616	4.81717	-0.82197	-1.55987	0.35428	-0.63119	1.75678	-0.57719	-1.07239	1.80551	1.00618	0.27915	0.24352	0.28717	0.827	-1.83334	-0.53345	1.26001	1.64537	-0.01344	-0.79588	1.76211	-1.16428	-0.35253	-1.58185	0.13203	-0.93383	-0.75857	0.00018	-0.28275
c4951	pop01	1.60348	0.41373	-0.36629	1.83783	2.8255	0.39247	0.67224	-1.0747	0.8287	2.74146	0.68766	-0.14152	-0.23122	-0.30644	2.23287	-0.09765	-0.67574	-1.54678	1.60628	1.36116	1.07081	-0.48417	0.27945	-0.72848	-1.33225	-1.6249	0.73527	-0.77626	-1.10492	-1.6173
c3054	pop03	5.93293	-0.41779	5.05024	0.16821	0.10908	-1.09917	2.00188	0.10537	0.29208	-2.4576	0.45851	0.11727	-0.8352	0.75987	0.0863	-2.81276	-0.81	0.12984	-0.74556	1.22749	0.35006	0.86745	-0.15206	0.08124	1.57329	2.40318	-1.30881	0.81625	1.53525	-0.17109
c2215	pop08	0.16423	1.18058	0.59304	1.8169	0.64758	0.39397	0.65386	0.20319	-0.48272	0.9074	-0.49198	-1.65851	0.17918	-0.20736	-0.22765	-0.6241	0.44655	-1.87296	-0.08421	-1.61848	-1.15517	-1.50763	1.02948	0.21036	0.15804	-0.49035	-0.84214	0.38886	0.0628	0.43884
c4077	pop04	1.29014	4.3364	-0.17791	4.66585	0.37082	0.67738	1.31475	-0.92935	-0.83896	1.45748	-0.54767	0.11752	0.47876	-1.08465	0.34576	1.2125	1.21356	-0.39276	-2.20572	1.64075	1.08309	1.30485	-0.99011	1.83279	-0.17178	0.69742	-0.39246	1.16022	1.08474	0.64592
c4201	pop05	4.23969	6.03841	1.18738	6.36693	0.03155	-1.44927	-0.10655	-1.04651	-0.5633	-0.67836	-0.68402	-1.12875	0.13526	0.18753	0.45241	-0.07336	0.67069	-0.7767	-0.43414	-1.05367	0.50145	0.30089	-1.3685	-0.85698	-0.49289	1.10099	-0.31277	-1.10032	-1.48534	0.52442
c4714	pop06	0.42869	5.27343	3.36307	-0.01092	-0.3518	-0.61263	0.49571	-1.29526	-0.10549	0.1391	2.57375	-0.01584	-0.83093	1.07385	-1.12384	0.53532	-1.81086	-0.78661	1.99566	-0.51996	1.66482	-0.62527	-1.78623	-0.33913	0.32562	-2.03715	0.38254	-0.8536	-1.34442	0.1901
