FeatureId	Sample02	Sample04	Sample06	Sample08	Sample10	Sample12	Sample14	Sample16	Sample18	Sample20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f0159	-1.1657	-1.5969	0.4888	-0.0039	1.6807	-0.4181	1.1455	-0.6094	0.0216	0.2256	1.3197	0.3922	-0.7861	-1.1791	-0.1022	0.5441	0.277	0.5047	-0.574	0.6605
f0770	2.2293	0.7048	-1.9146	-1.6636	-1.7306	0.0225	1.51	1.8466	0.3725	-0.3308	-0.513	0.6013	0.8637	-0.7241	-0.708	-0.5406	-0.978	-0.6589	0.8248	1.6517
f0099	-0.5919	1.9802	1.2623	-0.1695	0.8209	0.9174	0.8181	-0.4664	1.4354	0.0572	-0.9536	0.976	1.8409	0.7406	0.3516	-2.2881	-0.441	-0.719	0.6523	0.6841
f0345	0.0397	0.6149	-1.0448	1.4588	-0.4101	0.2648	-0.994	-1.6885	0.6072	-0.7229	-0.0531	1.1871	-0.0068	-0.0821	1.098	0.7393	-0.7342	0.4023	-0.276	-1.0948
f0707	-1.8083	0.3281	-0.2334	-0.7018	0.7153	-0.7377	1.1188	0.9884	-1.0909	0.0189	0.5711	-0.9048	-0.5967	0.952	0.3228	-0.2315	-0.3373	0.4903	-2.464	-0.439
f0570	0.5841	-0.5936	-0.4193	0.1442	-0.6849	-0.8782	-0.1882	0.1324	-0.1015	-0.5206	-0.0032	-1.4792	0.626	1.0572	0.8562	-0.2533	-0.1745	-0.8161	0.0591	0.393
f0697	0.6739	0.2179	0.1379	0.3598	1.1359	-1.0987	0.3448	0.3351	1.4933	1.3107	0.5179	-0.3636	1.0622	-0.8707	-1.1936	1.6141	-0.4472	0.9222	-0.7064	-0.3177
f0351	0.0301	0.7298	0.8406	-1.6304	-1.7558	0.0599	-0.7155	-0.2309	-1.5967	-0.3372	-0.8912	-0.0718	0.4236	-0.0881	0.7919	2.8375	-1.2908	-0.6329	-0.8174	-0.9224
f0450	0.129	-1.0104	-0.1528	-1.093	-1.315	0.4101	-1.0739	-0.767	0.041	-1.331	-0.8496	-0.3171	-1.1827	0.7114	1.452	-0.1727	1.5595	-1.3481	1.3583	-0.7687
f0361	0.4587	1.0786	-0.1737	-0.417	1.9205	2.7058	0.4766	0.9762	-1.7511	1.344	1.2845	1.5277	2.1496	1.614	0.594	0.4767	-0.9713	0.7259	-0.7173	-1.1626
f0080	0.1062	-0.1767	0.7743	-1.5037	-0.823	1.0468	1.3068	0.4555	0.641	-0.5427	0.0924	-0.4558	-0.2541	-0.2723	0.2383	-0.2805	-0.0539	-0.0019	1.072	-1.9694
f0184	0.8021	-1.2523	0.0251	-0.7429	0.154	-0.3484	0.6392	1.0671	-0.1967	0.2405	1.783	-1.0323	-0.4295	-0.0222	-0.043	-0.8694	-0.0068	-0.0863	-1.1002	-1.1804
f0901	0.229	-1.1575	-0.643	-0.8216	-0.3522	-1.6434	0.4787	1.9685	-1.1572	-0.0859	-0.8032	-0.3154	2.0373	0.2205	-0.5629	0.4001	-0.4695	-0.6046	-0.8938	-1.0735
f0276	-0.6452	-0.0716	-1.1577	0.5917	-1.2572	-0.8526	-0.7378	1.123	2.1924	0.7968	2.2714	-0.2667	1.9982	-0.0718	0.3196	1.5638	1.5914	1.0217	-0.5595	0.1509
f0691	-0.2384	-1.2851	-0.5282	0.5305	-1.43	-0.7846	0.8128	0.4838	-0.2031	-0.0157	-0.9612	1.1968	-0.4544	-0.8081	1.6313	-0.3183	0.0642	-0.1315	-2.0078	-0.3118
f0387	0.9097	-0.7362	0.3621	0.2021	0.9422	0.5641	0.7921	0.2578	0.4296	-0.7018	-0.2991	-1.6541	0.8791	-1.6098	0.4137	2.2697	0.3812	-1.1148	0.3478	-0.9639
f0234	1.7689	0.6033	0.16	-0.7272	1.2731	-1.064	0.606	-0.1971	-0.4069	0.2194	0.279	-0.0791	-0.9492	-0.2709	2.134	-0.2278	2.0416	0.5149	-0.6972	0.8255
f0778	-0.5418	-0.3498	-0.7188	-0.2971	0.7591	1.9635	0.7856	0.9123	-0.9553	1.5211	0.1414	-0.4787	-0.8298	-0.7878	-0.7019	0.8428	-1.3656	0.2138	-0.4787	0.3862
f0579	0.0139	0.5071	-1.2313	1.433	-0.0192	0.964	-0.0365	-2.4988	-0.9261	0.4926	0.6375	0.594	1.0289	-1.2866	-1.1695	0.6881	-0.1232	-1.2053	1.7572	-0.4073
f0992	2.7053	3.2504	3.2867	2.5412	1.6961	3.5906	1.0875	3.7277	1.9919	2.7047	0.6548	-1.7911	-0.0839	-0.8292	0.0385	0.0923	1.1415	-0.3655	-0.4163	0.1764
f0121	-1.7909	-0.0413	-0.1509	-0.5123	0.9918	1.1996	1.4791	0.7839	-1.307	0.3533	0.3536	0.3696	0.7287	-0.5677	0.6888	-0.187	1.6001	-1.0752	0.7824	0.0855
f0047	1.2162	-0.624	-0.7963	0.9506	-0.6033	-0.0729	0.0802	-0.5188	1.4171	-1.4043	-0.2453	1.7671	0.6178	0.1068	0.3324	1.4769	0.1307	1.9995	-1.4609	-0.7949
f0552	-2.2229	-0.2404	1.541	-0.2789	0.6963	-0.3303	1.4659	0.2254	-1.2932	1.4168	-1.5139	-0.6828	0.044	-0.8872	0.3708	1.9426	-2.1985	0.8227	1.7749	0.7936
f0861	-0.8698	2.2771	0.0759	-0.4317	-0.9922	-1.2013	2.9357	-0.1257	0.1942	-0.3645	-0.3915	0.5398	0.693	0.8926	0.1449	-0.3623	0.4443	-0.495	1.4228	0.5954
f0123	0.2456	-0.1834	-0.018	-0.234	0.5427	1.0642	-0.7932	2.5821	0.3945	1.4538	-0.0098	-0.1133	-0.0418	1.8996	-0.4566	-0.8158	0.9205	0.2071	-0.2029	0.7118
f0045	1.1285	0.2261	-0.7144	-1.4949	-0.2721	0.412	-0.9871	-0.9496	2.5162	-1.6801	2.5791	1.0485	-0.0808	-0.0989	-1.1037	-0.6804	-0.363	-1.3359	1.493	-0.9997
f0079	-1.4492	3.039	-1.0059	1.8812	1.5591	1.5647	-0.1956	0.6502	0.5502	0.8282	0.1549	0.0446	0.5807	0.1693	-3.1569	-0.6082	-0.3494	-0.3626	0.1956	-0.0566
f0277	0.4852	-1.8792	-1.3498	-0.3018	-0.2095	-0.781	-0.9715	-0.7423	0.9831	-2.3851	-0.7667	1.5131	-0.1113	0.2224	0.2864	1.6583	-0.5916	-0.2748	0.4938	-0.7484
f0975	1.9429	1.6451	2.7803	2.3965	1.7116	2.1388	2.0808	0.2226	2.3017	1.1708	0.8065	-0.2921	-0.1672	0.6637	-0.5651	0.6803	0.7961	-0.5927	0.2358	-0.5287
f0216	1.0526	0.3607	0.4723	1.7225	-1.6485	-0.9304	0.632	0.0529	0.171	-1.2157	-1.5868	1.3267	0.0231	-0.7446	0.7701	-1.0474	-0.7744	1.564	-0.3026	0.4924
f0139	0.1089	-0.0248	0.1819	0.4208	0.3536	-0.9002	0.4483	-1.4669	-0.5905	0.2544	1.4221	0.2062	-0.0777	0.9325	1.3313	-1.7115	-0.4774	0.5235	0.7127	0.4803
f0913	0.997	-0.9392	-1.7299	-1.3067	0.5887	1.9157	1.0627	-0.0025	-0.7171	-0.1205	-1.4823	-0.8708	1.1194	-0.8369	-1.2169	0.3138	1.8786	0.0684	-1.0705	1.0204
f0909	1.2993	0.3407	0.6828	-0.6144	-1.232	0.1183	-0.8221	2.7749	0.0637	0.5766	0.3183	0.4272	-1.1922	-0.3466	-0.9973	0.7502	-2.8611	0.4511	0.0023	-0.5604
f0759	0.5013	-0.4163	-0.367	0.6328	-0.7567	0.9985	0.6302	-0.0678	-0.9135	0.7442	0.542	-1.3821	-0.9776	-0.9586	-1.0145	0.0155	0.2067	0.1676	-0.1331	-0.4166
f0554	-0.4381	-0.2562	-0.8424	1.3045	0.1059	1.8399	0.9789	1.638	0.3679	-2.6606	0.1024	0.8514	0.1771	-0.6276	0.9141	-0.2254	-0.6054	-0.1325	0.1639	0.8549
f0019	-1.4199	0.7886	-0.7344	-0.299	1.6148	-0.2769	0.0259	-1.3613	0.2021	-0.1728	-1.0813	-0.1428	2.8661	1.5034	-0.7889	-0.4344	0.9392	-0.5081	-0.4846	0.4641
f0985	2.7008	1.5269	4.1205	2.9458	3.3436	3.8293	4.2581	3.6107	3.093	3.3238	0.669	-0.8282	-1.0889	-1.7081	0.4411	1.4804	0.8643	0.5594	-0.6278	1.0337
f0882	0.3356	-1.0946	-1.5871	0.7321	0.8833	-1.1545	-0.4192	-0.343	-0.1779	1.5341	-0.0727	-0.4052	-0.6082	-0.2913	0.335	1.2202	-0.6958	-1.3811	0.0066	0.4461
f0768	-0.0617	-0.5303	0.0594	1.3764	2.9225	0.0971	0.9133	1.6153	-0.4265	-0.8835	0.977	1.0107	-2.3009	0.9583	-1.48	-0.9246	-0.2797	0.239	-0.7616	-1.1649
f0034	0.8807	-1.2074	0.495	0.7307	-0.9072	1.3132	-0.9854	0.8036	-0.4385	-1.1921	1.541	-1.0713	-0.3441	1.317	-0.8638	0.3889	-1.6676	1.6501	1.4005	-1.4016
f0098	-0.371	0.669	0.3068	-0.199	0.1226	1.5264	-1.0466	0.2067	0.7986	1.123	-0.8544	0.8451	0.7689	0.6969	-0.7251	-0.2019	1.1797	-0.6942	-0.089	-0.0738
f0229	0.0233	0.5699	1.0178	0.6059	-0.2757	-1.2452	-1.7996	0.3142	-0.7899	-0.8627	0.5513	-0.0874	-1.3077	-0.8643	0.8042	1.0561	0.0466	0.6343	-0.8148	0.3014
f0911	1.256	-0.5718	-0.4292	0.6672	-0.508	-0.2101	0.2147	0.3707	-1.2436	1.9952	1.5795	-0.0292	-0.9185	-0.8762	-1.2134	0.0063	1.1927	-0.8669	-0.573	-1.2827
f0094	-0.3402	-0.7459	-1.8551	-0.3395	0.6567	-0.6436	-0.876	1.3628	-0.9295	-0.7861	0.8669	-1.355	-0.1694	0.9356	0.441	-0.9533	1.3914	-1.1337	0.0103	-0.4851
f0157	0.9509	1.7126	1.2746	0.1097	-1.1321	-2.2975	-0.496	-0.2447	0.9568	0.3502	0.1561	-0.7212	-1.5103	0.366	0.4959	-1.9234	1.0087	-0.9533	1.1402	0.7718
f0160	1.2309	-0.5416	0.6452	-0.1822	-0.1095	0.4311	0.1296	0.5711	0.1529	-0.6422	-0.4673	0.4102	-0.2944	-0.4136	0.5461	0.8614	-0.0744	0.9622	1.2903	0.8958
f0943	1.6182	0.7385	-0.1186	1.8606	2.1405	2.3515	2.943	1.6833	1.8488	0.0913	-0.7039	0.7461	0.466	-1.1449	0.5634	0.097	-0.2987	0.7914	-2.3419	0.2277
f0693	-0.3957	1.1664	0.5887	-1.6966	0.5475	-0.7429	-0.8252	-0.4097	-1.1039	0.0813	0.2562	-0.8885	-0.8652	-1.0726	0.0428	1.1101	0.1644	-0.7716	-1.3388	-0.5112
f0230	0.2544	1.2635	0.1236	0.4985	-0.8398	0.0237	0.5725	-0.7869	1.4885	2.0105	-1.825	0.2306	1.6233	-0.5312	-0.1808	0.4618	1.2704	0.2943	-1.2113	1.2656
f0357	0.6494	0.267	0.1962	-1.2662	0.5581	-1.1788	-0.3167	0.3521	-0.3125	0.1439	1.0668	-0.1668	1.2571	2.6643	0.4954	1.0978	-0.9367	-0.249	-0.871	0.2098
f0479	-1.0251	-0.4193	0.346	-0.8081	0.0951	-0.098	1.1114	-1.5244	-1.3193	0.4997	-2.1301	0.6275	0.1799	0.7281	-0.1722	-0.856	-0.8952	0.0175	0.7391	1.0673
f0069	0.5002	-0.3163	-0.3421	0.1548	0.4166	-1.0434	-0.4279	0.7849	0.399	-0.1387	-0.4085	0.3347	-0.4379	0.4567	0.3724	-0.0894	-0.7943	0.881	0.664	0.3647
f0083	1.4443	1.09	0.4201	-0.7835	0.9526	0.4886	-1.8818	0.6683	1.7671	0.2408	0.8262	-0.2992	0.4411	0.8094	0.367	0.9337	0.6102	-0.6279	0.4582	-2.3843
f0771	0.4065	-0.4406	-0.047	-0.7273	-0.0007	-0.4054	-0.6585	-1.5471	-2.1297	-1.5769	0.6316	-0.9649	0.9721	1.5451	2.825	-0.3379	0.5024	0.0488	-2.511	-1.1853
f0650	-0.9632	-0.4227	0.9592	0.8246	0.9214	-0.0605	0.3093	-0.5596	2.193	0.134	-1.1696	-1.1878	-0.2232	0.4928	0.666	-1.4331	-1.1767	1.1688	0.8554	-0.9585
f0470	-0.2456	-2.703	-0.4486	-0.1065	-0.337	0.1036	1.8191	0.7603	0.5547	0.0693	-2.6789	0.643	-0.3997	-0.1982	0.3607	-0.4556	-1.9609	0.4019	-0.4156	-0.4241
f0888	-0.9723	0.2366	-0.8131	-0.8829	-0.0061	0.0206	-2.0771	-0.2049	-0.1574	-1.2058	-0.8284	0.414	-0.1927	0.0476	-0.8884	0.5849	-0.3928	1.4274	-0.2531	1.0532
f0343	-0.1623	1.3446	0.1654	1.821	-0.922	-0.025	-0.9347	-1.0472	-1.5142	0.6603	-0.3845	0.7987	1.3301	-0.506	-0.9897	0.6093	0.0538	0.454	-0.3622	0.8435
f0926	-2.1192	-3.2637	-0.9087	-2.0551	-1.8775	-2.2778	-3.5307	-1.512	-1.7842	-0.8959	2.2897	-0.0417	0.9474	0.7023	0.0475	-2.1038	-0.5856	-0.9337	-0.0082	0.0592
f0981	3.4357	2.4073	0.3261	3.3925	1.7088	3.1819	2.1939	4.6106	3.1098	2.0239	-1.4452	-1.3868	-0.6587	-0.4006	0.3772	1.2432	0.0464	1.1688	-0.2786	-0.3831
f0687	-1.0962	-1.8388	1.211	-0.9356	-0.8349	0.339	-1.7395	-2.2135	0.3895	0.5991	-1.5435	0.3732	-0.9815	-1.2038	0.0078	-0.7884	-0.7191	-0.4183	0.1557	-1.284
f0725	-0.3074	-0.2353	-0.6392	-1.5776	-0.2779	-0.4149	0.2011	0.9303	-1.5273	-0.1696	-0.2675	0.7533	-0.8985	0.0986	1.0298	-0.3532	-1.7538	1.4336	2.219	0.559
f0562	-0.7595	-0.2617	1.3145	0.612	0.1135	0.8836	-0.202	-0.5029	-1.1552	0.3385	-0.4233	-1.8793	-1.1024	-0.3552	-0.21	0.6652	-0.3134	-0.9021	-0.6428	0.6763
f0732	-0.5898	-0.7898	0.3315	-1.2603	-0.7911	1.384	-0.5508	1.143	0.9103	0.4303	1.3364	0.3516	-0.6111	0.0061	-0.3341	-1.1077	1.5655	-0.3864	-0.6306	-1.3195
f0819	-0.0704	-1.416	-0.3624	-1.3716	0.6181	0.0483	-0.3134	-0.8208	0.2615	-2.097	0.8406	-0.6494	0.3783	-0.5631	-0.7768	0.2927	-0.7372	0.5424	0.4177	-1.5257
f0097	0.0879	0.0321	0.1918	-1.1852	-0.6641	1.4206	-0.7771	0.4112	0.205	0.3322	1.041	2.0818	0.3835	1.1409	-0.1248	-0.2473	1.7914	-1.7256	0.2173	-0.4509
f0132	0.5155	1.3774	0.681	-0.1374	0.8381	2.6756	-0.2271	0.6888	0.5241	-1.1433	-0.6383	0.9129	-0.217	-0.5838	0.6947	-1.0974	-1.8247	-0.1012	0.2699	-0.3536
f0578	-1.1053	-0.0924	-0.5959	-0.0475	-0.4414	0.8258	-0.207	-1.4575	0.0227	-0.144	-1.1613	-0.2674	-0.2925	0.0959	0.1558	0.5227	0.3533	-0.0249	-0.7894	-0.4488
f0493	0.0292	-1.0989	-0.4496	0.9407	0.6442	0.1566	0.549	0.62	2.2718	-0.1752	0.7725	-1.4964	-0.0469	0.0169	0.4815	0.7375	0.0833	0.3222	0.4666	0.8078
f0183	-0.4305	1.6346	1.4211	-0.9233	0.0525	0.5949	-0.7125	0.5987	0.188	-1.1086	0.1474	0.7138	0.9515	-0.7966	-1.113	1.4871	1.0363	-2.379	-0.1326	-1.3916
f0338	-1.2562	0.9022	0.6916	2.4918	-0.0336	0.8758	0.5232	0.3236	-0.368	-1.2585	-1.8107	1.5369	0.7898	-0.1182	1.4722	-0.4781	0.64	-1.2273	1.1643	1.0014
f0056	-0.6689	0.1912	0.5791	-0.2215	0.3753	0.5903	-0.5464	0.541	-0.0654	1.6437	-0.2588	1.3071	-0.5552	-0.6356	-1.7037	-1.2366	-1.6811	-1.3865	-1.0425	1.3844
f0783	-1.4577	0.4565	0.7033	0.0373	1.043	2.0108	-0.087	-0.0788	-0.327	1.393	-0.9028	0.2433	1.1968	1.3461	-0.1446	1.2024	0.6715	-1.1799	1.2737	0.2234
f0874	1.5801	0.7149	-0.3724	-0.6525	0.463	-0.8699	-0.996	0.4869	0.6779	1.1655	-0.7973	-2.3018	0.542	0.0445	0.9753	-0.5381	-0.4953	0.6466	0.0338	2.144
f0876	-0.8032	-0.8088	0.2241	-1.3303	-0.1353	0.617	-1.4816	-1.0826	0.3836	0.5503	-1.9667	-1.6883	-0.2155	-0.4044	-1.7548	-0.606	-0.2666	-0.345	1.0297	0.2924
f0451	0.7444	0.1066	-0.0482	-0.653	0.8813	-0.3322	-1.6298	0.01	0.0417	-0.2586	-0.3139	0.3232	-0.5877	0.9614	0.1204	0.5747	0.1673	0.0699	2.6234	1.6288
f0211	2.1527	0.2011	0.2217	-0.164	0.2474	0.5656	-0.4086	1.8496	-0.3858	-1.5895	1.2794	1.5667	-0.9683	-0.8528	0.2741	0.6842	0.6586	0.0492	0.5185	0.8834
f0274	0.5672	0.4176	0.2073	-0.6669	-1.6595	-1.2478	-0.8684	-1.0595	0.6486	-0.1595	-0.0447	0.5423	-0.251	-1.0809	0.187	-0.8487	-0.065	0.4165	1.1067	1.2286
f0673	1.0074	-0.4712	-0.7641	0.578	0.6766	0.2034	0.1927	0.1263	0.3831	1.8101	1.5734	-0.3142	-0.8862	-0.311	0.871	-1.9133	-2.5476	0.1249	-1.6759	-0.0521
f0577	-0.0252	-0.1532	1.0709	-1.7955	-0.7112	-0.0732	-0.9887	0.95	-0.3925	0.5774	0.5575	-1.6338	1.8952	0.7416	-1.3719	-1.5664	-0.9255	1.002	-0.972	-0.6286
f0784	1.1722	-0.6061	-0.5169	-1.101	-0.6114	-1.5068	-1.8097	-0.5082	-0.6086	-0.9303	0.0475	-0.3443	-1.0751	0.4331	-1.3721	0.7642	-0.7832	0.6469	-0.9076	-1.9298
f0546	-1.5384	-1.3677	0.203	1.2365	-0.7531	0.5334	0.1775	0.2967	0.2926	1.4903	-0.1802	1.0706	0.0851	-0.0233	0.7397	1.0896	1.3585	0.421	0.5054	-0.634
f0525	0.6964	0.8423	1.4966	-0.9211	-0.2298	0.4469	1.2673	0.5847	0.6846	0.5617	0.5499	1.9552	0.0618	1.6527	1.1186	1.6683	-0.3061	-1.6023	1.7716	0.3116
f0965	2.7268	2.1003	1.3181	2.7075	2.1482	0.9774	2.5558	0.3431	2.4338	3.2424	0.2302	2.4808	0.7161	0.8737	-0.4325	0.1906	-0.6892	-1.0615	-0.5331	-0.9854
f0510	0.2856	-0.7387	1.2748	1.6772	0.6392	1.3231	-1.2916	0.3043	0.3991	-1.0867	1.2261	1.0112	1.3576	0.0052	0.4073	0.3399	1.1433	1.187	1.4426	-0.3696
f0659	-0.5927	0.2755	2.0663	-0.9991	0.6362	-0.9914	-0.7205	2.1961	-0.5875	0.5171	0.082	-0.6087	1.0959	0.4364	-0.1757	-1.178	-1.8204	-1.1182	0.8564	-0.3877
f0196	-0.9197	0.6789	-1.5973	-0.5702	-1.6912	-0.8374	0.1722	-0.4421	0.6875	-0.8088	0.7702	1.0202	-0.2773	-0.4055	-0.1294	0.8367	1.5505	-1.1743	-2.047	-0.6689
f0266	-0.5218	0.0335	1.2759	0.2983	0.1096	-0.0414	-1.1366	-0.2648	0.494	1.5083	1.4331	-0.5342	0.0444	-0.1894	0.665	-0.4744	-0.664	-1.1198	0.5784	1.1476
f0540	0.5795	-0.0187	-0.9867	-0.5916	-0.0602	-0.6978	-0.0613	-1.3223	-0.5621	1.4876	0.7838	2.0926	-0.2981	-1.1177	1.2798	-1.5964	1.9322	1.7276	2.3884	0.3427
f0051	0.6912	0.0031	0.0396	-0.3534	-0.279	0.3082	1.2037	-2.312	-0.3353	1.5901	1.0297	1.4193	0.4126	-0.4767	0.6278	-0.4352	1.1701	-0.3094	0.0795	-1.4334
f0681	-0.4793	-0.9053	-0.2697	0.5245	1.315	0.3389	0.538	-0.6432	-1.1563	0.424	-0.4062	0.7385	-0.0356	-1.8512	-0.8241	0.0749	-1.2626	-0.0811	0.534	-0.6477
f0293	-0.244	0.1749	0.4336	0.9843	0.7296	1.094	-0.6049	-0.9126	0.2393	1.1169	0.0875	2.0332	1.1957	-0.5029	-1.0218	0.2481	0.8496	-2.128	-2.2137	-0.9174
f0961	3.2383	0.3768	1.8613	2.984	1.831	2.5287	1.3814	2.5997	2.2464	1.3936	-0.4628	-0.6464	-1.3253	0.6969	0.7114	-0.7776	-0.6933	-0.3594	0.6381	0.8922
f0384	0.0827	1.5054	0.7286	-0.1037	1.3071	-0.8326	0.8314	1.1533	0.7655	0.2117	0.3617	2.0552	0.2843	-0.9242	0.4338	1.0535	0.3155	0.1344	-2.1601	-0.519
f0640	-1.0513	1.9988	1.4656	-0.3787	0.7503	-2.6133	-0.0332	-0.6901	0.2359	-0.0144	-1.5136	-0.2778	-0.4158	1.4375	1.4339	-2.1528	-0.2357	-0.729	-0.3431	0.561
f0835	0.7796	0.3602	0.2604	-0.5091	-1.5825	-0.8524	0.123	0.1912	1.2102	1.0315	-0.6775	-0.1096	0.5922	-0.4344	-0.7505	0.7643	0.2524	-0.3552	2.2327	0.1557
f0116	0.2221	1.0719	1.1473	-0.5565	-0.1907	0.8512	-0.9767	-0.4831	0.6301	-0.8168	-0.3047	-0.6441	-0.5808	0.811	0.5697	0.5703	0.9048	0.973	-1.6061	0.3699
f0356	-0.6411	0.2131	0.3731	-0.2738	-0.3381	-0.3733	0.9872	0.7075	-1.1146	-0.9835	0.1214	1.124	-1.344	-0.8637	-2.2559	-1.1826	-0.1965	0.0699	1.1196	0.349
f0252	0.3269	0.9878	-2.4686	0.2669	-2.0015	0.0984	-0.034	1.6092	-1.4959	-0.5712	0.8945	0.6686	0.1204	-0.471	-1.5632	0.6281	-1.5206	-0.8104	-2.8977	-1.4632
f0442	0.4849	-0.0048	0.4887	-1.1796	0.9857	2.1833	0.0153	-1.1606	1.5751	0.2753	0.5951	-1.498	-2.6959	0.6297	0.836	-0.179	-1.7164	1.3939	0.1851	-1.8781
f0176	-0.3989	0.6101	-1.6597	1.254	-0.6029	-0.1135	0.165	0.6108	-0.1642	1.3542	1.0639	1.0529	-1.2005	0.9434	0.0481	0.1197	0.0225	0.3505	-0.2119	-0.2409
f0306	-0.4432	1.1352	0.8203	1.0666	0.7091	-1.0576	1.3681	-0.8308	-0.8999	1.9671	-1.0142	0.0512	0.2585	1.4069	0.5766	0.7599	-0.838	-1.9442	0.9316	0.4132
f0112	-0.7336	-0.8481	2.5099	-0.0521	0.5007	-1.3444	-0.4571	1.9242	1.0763	-1.1388	1.8544	-0.7815	0.5511	0.333	-0.2388	-0.8092	-0.3881	-0.179	0.362	-0.2358
f0818	-0.4309	-2.1485	0.3075	-1.3513	0.0221	-2.8115	0.3327	-0.1852	-1.8033	-0.3701	0.0926	-0.7413	-0.8448	0.9283	-0.2467	-0.0597	1.6479	-0.0101	-0.374	-1.1916
f0471	-0.9812	-0.1624	0.5855	-0.7229	-0.9727	-1.0678	0.4279	-0.3592	-1.8726	-1.0118	1.3625	0.4143	1.5971	0.654	-0.7198	-1.2545	0.6619	0.2187	-0.0908	-0.544
f0315	-0.3732	-0.3449	0.3427	0.4849	-0.1196	0.0356	1.1161	-0.236	-1.1128	0.5775	1.2168	0.5546	1.2338	-0.7764	-1.1567	0.9837	0.0636	-0.384	-1.6039	-0.5497
f0041	-3.0824	-0.7535	1.3121	-0.0708	0.6581	-1.1524	1.5511	0.4097	-0.3918	0.9229	0.0352	-1.0335	1.0724	0.4041	1.1066	-0.0916	1.3463	0.6607	0.422	-0.3882
f0507	-0.2569	0.8686	-0.7863	1.204	-1.2967	1.7233	1.2086	0.2967	1.5712	1.9291	-0.7412	0.5056	0.4083	0.6399	-0.7644	0.6626	-0.5802	2.1601	1.3847	1.2912
f0270	-2.0182	0.599	-0.6258	-0.8043	-1.2112	0.0291	1.0496	-1.4337	0.9924	-0.4783	1.4802	0.1107	0.8248	0.7333	1.7585	0.4143	-0.4131	-0.1893	1.0633	-1.1464
f0632	-1.6374	-0.9146	0.3535	1.3121	1.2925	0.482	1.4006	-0.0489	1.3342	-0.3274	-0.2646	-0.375	-0.4037	-1.186	0.2882	-0.1236	-0.1508	-0.1597	0.0235	-0.6558
f0182	-1.3447	-0.2218	0.5249	1.7156	1.4459	0.0409	1.0279	-1.6088	-0.635	-0.6686	-1.2038	0.4351	0.0114	-0.1701	-0.0554	-1.0335	-1.3378	-0.4902	-1.7418	-1.4422
f0545	-0.9722	0.4776	0.635	-0.1061	-0.2416	1.7109	1.0853	-0.0121	0.6472	1.3555	-0.292	-1.2554	0.5886	0.4109	-0.4555	-0.4569	-1.2668	0.6748	0.5339	-0.5714
f0052	-1.1658	-0.6955	-2.2234	1.0302	-1.3535	0.4545	0.7829	-1.1349	-0.197	0.4396	-0.9502	-1.0325	0.245	-0.0117	0.9312	2.7468	-0.2743	-0.9948	-0.5783	0.8096
f0568	-0.6292	-0.2899	0.0853	-1.3996	-0.4732	-2.1408	-0.3065	0.8353	-0.5899	-0.8102	-1.0214	0.0288	0.0485	1.1492	0.5759	-0.4414	-0.9154	-0.8723	1.0408	-0.3493
f0302	1.6343	-1.8174	-0.0446	1.1423	1.2033	3.0315	0.8587	-1.443	1.8042	0.6279	-0.3791	-1.248	-1.3508	0.5883	-0.1004	-2.2892	1.7161	-1.4035	-1.2916	0.2398
f0702	0.3906	-0.4492	0.0663	0.1931	0.0052	-0.2382	1.8027	0.2379	0.8311	-0.4206	-0.5196	1.5004	-0.0664	-0.6914	-1.1087	0.3449	0.2624	-0.1347	-0.0167	0.4317
f0212	0.9238	-1.0519	0.3034	1.2132	0.3252	1.1754	-1.0209	1.7252	-1.9661	-0.0615	2.6081	-1.0218	1.742	3.1095	0.4989	1.0393	-1.5388	0.0727	-1.9852	-0.5303
f0533	1.4474	0.8532	-0.3598	0.2974	0.8681	-0.6863	0.3218	-0.7042	0.5014	-0.1551	-0.8746	1.1459	-0.8522	-0.3579	-0.0035	0.7844	-1.8067	0.1974	0.1496	0.1925
f0653	0.0185	0.0337	0.3108	0.0659	-0.3366	0.3596	0.1408	1.5363	1.2707	0.2844	1.1218	0.337	1.5642	1.1592	0.6824	1.0996	-0.5711	1.792	-0.0936	-0.0462
f0980	1.7625	3.422	2.7718	4.7576	5.0911	2.4156	2.0586	4.4423	3.8158	3.9467	0.4005	-0.8126	-0.5386	-0.1701	0.8845	-0.598	-1.6415	0.2299	-0.6393	1.2524
f0822	-0.2062	1.1358	-1.285	-1.4258	-0.5664	0.2099	-0.1566	-1.3156	-0.208	1.8992	-1.3209	-0.0578	-0.1091	0.5404	0.9231	-0.5706	-1.9267	-0.5811	0.3459	-1.6156
f0728	1.7026	-1.0632	2.0127	0.4082	-0.5296	0.5039	-0.5468	0.7359	-0.671	1.0941	-0.7358	-0.4368	0.6112	1.4244	0.5151	1.022	0.2377	1.6755	-0.916	0.0052
f0444	-0.2953	1.6812	-0.5865	-0.5671	0.4458	0.0452	-1.5548	-0.3723	-1.0732	-1.5405	-1.9397	0.3749	-1.3568	0.3326	-1.118	0.985	-1.5823	0.4153	-1.0366	0.1102
f0924	-0.899	-1.7956	-2.4664	-2.947	-1.9976	-0.7501	-2.2882	-2.1397	-3.1527	-3.4686	0.6034	1.1301	1.1117	-0.7712	0.3096	-0.6609	0.3676	0.6155	0.7869	1.9282
